"num","site","name","zone_en","lat","long","campaign","classe_age","batch","date","date_jj","mean_CM","mean_mass"
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-07-11,191,0.396,4.53
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-08-20,232,0.127,49.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-05-06,125,0.224,27.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-09-20,263,0.500,23.93
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2005","N0","2005_N0_CAPT_2n_AR",2005-03-25,83,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-12-11,345,0.214,63.61
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-04-15,104,0.000,0.84
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-05-02,121,0.003,0.90
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-05-21,140,0.003,2.10
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-06-01,151,0.221,5.25
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2010","J1","2010_J1_CAPT_2n_AR",2010-08-12,223,0.047,52.66
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2010","N0","2010_N0_CAPT_2n_AR",2010-06-28,178,0.523,3.74
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-12-03,336,0.405,73.11
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-06-25,175,0.073,3.05
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-08-23,235,0.478,14.95
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","J1","2003_J1_CAPT_2n_AR",2003-09-09,251,0.077,66.80
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-06-21,172,0.046,5.32
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-06-12,162,0.252,6.36
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-06-14,164,0.018,26.88
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2001","N0","2001_N0_CAPT_2n_AR",2001-09-17,259,0.102,17.88
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-05-05,124,0.001,1.13
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-06-30,180,0.295,4.62
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-08-04,215,0.322,11.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2017","J1","2017_J1_ECLO_2n_E4",2017-03-14,72,0.000,39.05
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-08-20,232,0.563,16.98
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-09-17,260,0.579,25.49
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2006","N0","2006_N0_CAPT_2n_AR",2006-12-04,337,0.075,27.88
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1998","J1","1998_J1_CAPT_2n_AR",1998-12-01,334,0.513,72.59
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-08-30,242,0.484,16.79
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","J1","2003_J1_CAPT_2n_AR",2003-03-17,75,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","J1","2003_J1_CAPT_2n_AR",2003-06-12,162,0.026,37.23
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-07-07,187,0.307,43.49
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-05-21,140,0.005,24.54
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-07-06,186,0.023,33.75
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-07-18,198,0.023,34.87
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2010","N0","2010_N0_CAPT_2n_AR",2010-06-15,165,0.059,3.39
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-03-11,69,0.000,17.46
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2017","J1","2017_J1_ECLO_2n_E4",2017-11-20,323,0.213,79.65
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-07-06,187,0.431,5.39
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-07-18,199,0.442,7.17
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-08-02,214,0.456,10.35
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1996","J1","1996_J1_CAPT_2n_AR",1996-11-25,329,0.102,67.43
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","N0","2000_N0_CAPT_2n_AR",2000-12-11,345,0.072,27.90
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-07-22,202,0.447,6.62
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-05-02,121,0.003,23.58
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-06-27,177,0.384,9.24
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-07-17,197,0.392,14.86
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-10-25,297,0.030,63.13
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-11-24,327,0.036,67.08
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-09-08,250,0.504,30.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-09-04,246,0.370,59.00
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1999","N0","1999_N0_CAPT_2n_AR",1999-03-02,60,  NA,1.24
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-10-21,293,0.396,66.46
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-08-18,229,0.277,78.30
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-05-27,146,0.069,2.01
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-05-21,141,0.039,1.81
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-06-04,155,0.042,3.32
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-03-30,88,0.011,38.01
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2001","N0","2001_N0_CAPT_2n_AR",2001-06-05,155,0.015,3.31
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2001","N0","2001_N0_CAPT_2n_AR",2001-03-07,65,  NA,1.15
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2004","J1","2004_J1_CAPT_2n_AR",2004-12-10,344,0.064, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-05-18,137,0.003,1.72
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-06-16,166,0.008,3.35
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","J1","2016_J1_ECLO_2n_E4",2016-03-22,81,0.000,48.40
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2006","N0","2006_N0_CAPT_2n_AR",2006-06-12,162,0.025,4.80
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","J1","2000_J1_CAPT_2n_AR",2000-09-13,256,0.251,53.41
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2004","N0","2004_N0_CAPT_2n_AR",2004-09-13,256,0.039, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","J1","2000_J1_CAPT_2n_AR",2000-12-11,345,0.282,63.60
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2005","J1","2005_J1_CAPT_2n_AR",2005-03-07,65,  NA,29.19
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2005","J1","2005_J1_CAPT_2n_AR",2005-03-25,83,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2005","J1","2005_J1_CAPT_2n_AR",2005-06-21,171,0.059,36.96
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-03-17,75,0.000,19.41
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-03-20,79,0.023,16.98
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","J1","2011_J1_CAPT_2n_AR",2011-06-01,151,0.011,26.27
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-05-21,141,0.045,23.36
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-05-09,129,0.041,21.05
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2010","N0","2010_N0_CAPT_2n_AR",2010-05-25,144,0.009,1.67
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","N0","2009_N0_CAPT_2n_AR",2009-10-06,278,0.250,46.24
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","J1","2014_J1_CAPT_2n_AR",2014-04-15,104,0.046,14.16
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","J1","2014_J1_CAPT_2n_AR",2014-04-28,117,0.061,14.71
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","J1","2016_J1_ECLO_2n_E4",2016-08-23,235,0.362,74.86
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-04-15,104,0.015,1.18
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-04-28,117,0.021,1.61
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-05-15,134,0.024,2.67
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-05-26,145,0.026,3.93
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-06-08,158,0.285,35.62
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","J1","2014_J1_CAPT_2n_AR",2014-07-29,209,0.172,36.87
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","N0","2003_N0_CAPT_2n_AR",2003-02-27,57,  NA,2.54
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","N0","2003_N0_CAPT_2n_AR",2003-03-17,75,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","N0","2003_N0_CAPT_2n_AR",2003-06-12,162,0.020,4.90
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","N0","2003_N0_CAPT_2n_AR",2003-09-09,251,0.079,24.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-10-06,278,0.393,58.58
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-10-06,278,0.540,36.43
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-07-17,197,0.145,72.27
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-08-04,215,0.209,73.93
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1999","N0","1999_N0_CAPT_2n_AR",1999-06-11,161,  NA,4.26
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-12-04,337,0.409,78.27
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-07-03,184,0.183,6.17
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-04-21,110,0.001,0.84
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-12-11,344,0.346,95.78
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2002","N0","2002_N0_CAPT_2n_AR",2002-03-26,84,  NA,1.25
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2002","N0","2002_N0_CAPT_2n_AR",2002-04-15,104,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-06-01,151,0.004,2.47
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-07-19,200,0.543,11.86
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","J1","2000_J1_CAPT_2n_AR",2000-05-31,151,0.091,33.74
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2006","N0","2006_N0_CAPT_2n_AR",2006-02-23,53,  NA,2.35
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2006","N0","2006_N0_CAPT_2n_AR",2006-09-21,263,0.064,18.47
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","N0","2009_N0_CAPT_2n_AR",2009-04-08,97,0.026,2.35
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1998","J1","1998_J1_CAPT_2n_AR",1998-02-25,55,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1998","J1","1998_J1_CAPT_2n_AR",1998-02-26,56,  NA,30.43
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1996","J1","1996_J1_CAPT_2n_AR",1996-06-04,155,0.032,30.32
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2003","J1","2003_J1_CAPT_2n_AR",2003-02-27,57,  NA,32.14
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-04-07,97,0.000,0.58
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-04-06,96,0.031,16.37
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","J1","2012_J1_CAPT_2n_AR",2012-04-19,109,0.037,18.72
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-05-23,143,0.000,1.59
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-06-08,159,0.008,2.46
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","J1","2014_J1_CAPT_2n_AR",2014-03-31,89,0.019,13.34
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-03-11,69,0.000,0.76
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-04-25,114,0.059,0.59
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","N0","2013_N0_CAPT_2n_AR",2013-05-07,126,0.069,1.10
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2010","J1","2010_J1_CAPT_2n_AR",2010-07-27,207,0.039,47.52
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","N0","2000_N0_CAPT_2n_AR",2000-05-31,151,0.005,2.76
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","N0","2000_N0_CAPT_2n_AR",2000-09-13,256,0.044,16.31
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-02-28,58,0.000,40.69
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-06-11,161,0.095,20.70
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-03-18,76,0.003,46.10
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-07-21,201,0.327,47.81
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-08-06,217,0.342,52.29
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-08-19,230,0.359,54.05
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-05-18,137,0.032,53.83
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-08-09,220,0.199,60.64
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-06-16,166,0.071,59.96
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-11-04,307,0.547,42.91
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-09-24,266,0.393,72.91
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-05-09,129,0.024,1.24
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-08-28,239,0.683,20.00
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-03-18,76,0.001,0.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","N0","2015_N0_ECLO_2n_E4",2015-04-08,97,0.001,0.68
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-11-24,327,0.687,35.49
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2004","J1","2004_J1_CAPT_2n_AR",2004-09-13,256,0.052, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-10-29,301,0.337,94.77
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2002","N0","2002_N0_CAPT_2n_AR",2002-06-27,177,0.005,4.51
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","N0","2018_N0_ECLO_2n_E4",2018-03-30,88,0.008,0.64
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2012","N0","2012_N0_CAPT_2n_AR",2012-07-31,212,0.555,12.28
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2017","N0","2017_N0_ECLO_2n_E4",2017-07-10,190,0.345,6.89
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2004","N0","2004_N0_CAPT_2n_AR",2004-06-07,158,0.028, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2004","N0","2004_N0_CAPT_2n_AR",2004-03-18,77,0.000, NA
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","N0","2009_N0_CAPT_2n_AR",2009-05-06,125,0.036,4.28
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1996","J1","1996_J1_CAPT_2n_AR",1996-02-19,49,  NA,31.33
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1998","J1","1998_J1_CAPT_2n_AR",1998-06-22,172,0.030,43.33
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"1998","J1","1998_J1_CAPT_2n_AR",1998-09-07,249,0.478,63.79
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2005","J1","2005_J1_CAPT_2n_AR",2005-09-16,258,0.086,66.00
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-04-21,111,0.000,0.75
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-05-11,131,0.000,1.26
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2008","J1","2008_J1_CAPT_2n_AR",2008-12-10,344,0.339,84.43
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","J1","2014_J1_CAPT_2n_AR",2014-03-18,76,0.000,15.67
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2010","N0","2010_N0_CAPT_2n_AR",2010-04-26,115,0.000,1.86
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","N0","2016_N0_ECLO_2n_E4",2016-06-20,171,0.294,3.42
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-03-18,76,0.000,1.13
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-03-31,89,0.015,0.91
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2017","J1","2017_J1_ECLO_2n_E4",2017-10-04,276,0.200,74.35
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","N0","2018_N0_ECLO_2n_E4",2018-12-04,337,0.542,28.73
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-04-25,114,0.027,15.93
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-05-07,126,0.066,18.10
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2009","J1","2009_J1_CAPT_2n_AR",2009-03-09,67,0.000,25.93
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-06-25,175,0.107,25.26
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-07-11,191,0.127,26.92
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-07-29,209,0.405,19.24
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-08-13,224,0.431,23.84
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-08-25,236,0.476,26.49
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2014","N0","2014_N0_CAPT_2n_AR",2014-09-24,266,0.531,33.72
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2001","J1","2001_J1_CAPT_2n_AR",2001-11-29,332,0.299,82.64
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-06-30,180,0.100,64.79
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2013","J1","2013_J1_CAPT_2n_AR",2013-11-05,308,0.307,63.08
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-10-08,280,0.401,74.67
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","J1","2018_J1_ECLO_2n_E4",2018-10-24,296,0.403,76.02
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-09-12,254,0.687,22.22
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2011","N0","2011_N0_CAPT_2n_AR",2011-09-26,268,0.687,26.26
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2018","N0","2018_N0_ECLO_2n_E4",2018-02-28,58,0.000,0.52
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2017","N0","2017_N0_ECLO_2n_E4",2017-04-24,113,0.000,0.74
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2017","N0","2017_N0_ECLO_2n_E4",2017-05-09,128,0.002,0.97
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2015","J1","2015_J1_ECLO_2n_E4",2015-11-23,326,0.343,95.19
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2016","J1","2016_J1_ECLO_2n_E4",2016-03-14,73,0.000,48.42
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2000","J1","2000_J1_CAPT_2n_AR",2000-03-21,80,0.000,28.13
"1","GEFOS","Géfosse","Bay of Seine",49.38915,-1.099767,"2002","N0","2002_N0_CAPT_2n_AR",2002-12-03,336,0.111,22.85
